Plate,Well,Sample,Target,CT,Quantity,log10Q
31,F2,A Stand,A,26.87793922,64000,4.806179974
32,F1,A Stand,A,26.66866302,64000,4.806179974
32,F2,A Stand,A,25.92284966,64000,4.806179974
33,F1,A Stand,A,27.11720467,64000,4.806179974
33,F2,A Stand,A,26.73364639,64000,4.806179974
34,F1,A Stand,A,26.80476379,64000,4.806179974
34,F2,A Stand,A,26.62722778,64000,4.806179974
35,F1,A Stand,A,,64000,4.806179974
35,F2,A Stand,A,,64000,4.806179974
36,E1,A Stand,A,28.18617439,64000,4.806179974
36,E2,A Stand,A,27.92643738,64000,4.806179974
38,E1,A Stand,A,26.84634781,64000,4.806179974
38,E2,A Stand,A,26.23763847,64000,4.806179974
39,E1,A Stand,A,26.67245674,64000,4.806179974
39,E2,A Stand,A,,64000,4.806179974
40,E1,A Stand,A,27.41839027,64000,4.806179974
40,E2,A Stand,A,26.20244026,64000,4.806179974
37,E1,A Stand,A,26.57223701,64000,4.806179974
37,E2,A Stand,A,25.96556664,64000,4.806179974
41,E1,A Stand,A,27.06034851,64000,4.806179974
41,E2,A Stand,A,,64000,4.806179974
43,E1,A Stand,A,27.00047493,64000,4.806179974
43,E2,A Stand,A,26.81603622,64000,4.806179974
44,E1,A Stand,A,27.93228531,64000,4.806179974
44,E2,A Stand,A,26.29908752,64000,4.806179974
2,G3,B Stand,B,,64000,4.806179974
2,G4,B Stand,B,32.65946579,64000,4.806179974
3,G3,B Stand,B,,64000,4.806179974
3,G4,B Stand,B,32.09900284,64000,4.806179974
4,F3,B Stand,B,31.09322929,64000,4.806179974
4,F4,B Stand,B,31.49017906,64000,4.806179974
5,F3,B Stand,B,30.85813141,64000,4.806179974
5,F4,B Stand,B,31.04454613,64000,4.806179974
6,F3,B Stand,B,31.14912605,64000,4.806179974
6,F4,B Stand,B,31.30937576,64000,4.806179974
7,F3,B Stand,B,31.18447304,64000,4.806179974
7,F4,B Stand,B,31.0990181,64000,4.806179974
8,F3,B Stand,B,31.19236565,64000,4.806179974
8,F4,B Stand,B,30.93957329,64000,4.806179974
9,F5,B Stand,B,32.18135834,64000,4.806179974
9,F6,B Stand,B,32.25170135,64000,4.806179974
10,F3,B Stand,B,31.53046799,64000,4.806179974
10,F4,B Stand,B,31.89181519,64000,4.806179974
11,F3,B Stand,B,30.11994553,64000,4.806179974
11,F4,B Stand,B,30.54101944,64000,4.806179974
12,F3,B Stand,B,30.73594856,64000,4.806179974
12,F4,B Stand,B,30.63147354,64000,4.806179974
13,F3,B Stand,B,,64000,4.806179974
13,F4,B Stand,B,,64000,4.806179974
14,F3,B Stand,B,,64000,4.806179974
14,F4,B Stand,B,32.51834488,64000,4.806179974
15,F3,B Stand,B,33.36865616,64000,4.806179974
15,F4,B Stand,B,32.85660934,64000,4.806179974
16,F3,B Stand,B,33.54419327,64000,4.806179974
16,F4,B Stand,B,33.17790222,64000,4.806179974
17,F3,B Stand,B,32.82184219,64000,4.806179974
17,F4,B Stand,B,32.82352066,64000,4.806179974
18,F3,B Stand,B,31.61115837,64000,4.806179974
18,F4,B Stand,B,31.53162575,64000,4.806179974
19,F3,B Stand,B,32.0174408,64000,4.806179974
19,F4,B Stand,B,32.14412689,64000,4.806179974
20,F3,B Stand,B,32.46556091,64000,4.806179974
20,F4,B Stand,B,33.48521423,64000,4.806179974
21,F3,B Stand,B,30.85145378,64000,4.806179974
21,F4,B Stand,B,30.86450577,64000,4.806179974
22,F3,B Stand,B,30.91196251,64000,4.806179974
22,F4,B Stand,B,30.85081863,64000,4.806179974
23,F3,B Stand,B,30.36671448,64000,4.806179974
23,F4,B Stand,B,30.5978775,64000,4.806179974
24,F3,B Stand,B,31.02048302,64000,4.806179974
24,F4,B Stand,B,30.94054985,64000,4.806179974
25,F3,B Stand,B,31.23010635,64000,4.806179974
25,F4,B Stand,B,30.74712563,64000,4.806179974
26,F3,B Stand,B,30.57829094,64000,4.806179974
26,F4,B Stand,B,30.6640377,64000,4.806179974
27,F3,B Stand,B,30.64110184,64000,4.806179974
27,F4,B Stand,B,30.40433693,64000,4.806179974
28,F3,B Stand,B,30.76221085,64000,4.806179974
28,F4,B Stand,B,30.7454834,64000,4.806179974
29,F3,B Stand,B,30.83847427,64000,4.806179974
29,F4,B Stand,B,31.00811195,64000,4.806179974
30,F3,B Stand,B,30.53500175,64000,4.806179974
30,F4,B Stand,B,30.65128326,64000,4.806179974
31,F3,B Stand,B,32.59567642,64000,4.806179974
31,F4,B Stand,B,31.82699966,64000,4.806179974
32,F3,B Stand,B,30.68960953,64000,4.806179974
32,F4,B Stand,B,30.72788239,64000,4.806179974
33,F3,B Stand,B,30.78691673,64000,4.806179974
33,F4,B Stand,B,30.77210045,64000,4.806179974
34,F3,B Stand,B,30.86333084,64000,4.806179974
34,F4,B Stand,B,31.1839962,64000,4.806179974
35,F3,B Stand,B,31.1377182,64000,4.806179974
35,F4,B Stand,B,31.09316635,64000,4.806179974
36,F3,B Stand,B,31.32421303,64000,4.806179974
36,F4,B Stand,B,30.95734787,64000,4.806179974
38,F3,B Stand,B,30.78636551,64000,4.806179974
38,F4,B Stand,B,30.63193512,64000,4.806179974
39,F3,B Stand,B,30.35925293,64000,4.806179974
39,F4,B Stand,B,30.83524895,64000,4.806179974
40,F3,B Stand,B,31.19223785,64000,4.806179974
40,F4,B Stand,B,31.83347321,64000,4.806179974
37,F3,B Stand,B,30.46307564,64000,4.806179974
37,F4,B Stand,B,30.54784393,64000,4.806179974
42,E1,B Stand,B,,64000,4.806179974
42,E2,B Stand,B,33.36107635,64000,4.806179974
43,E3,B Stand,B,,64000,4.806179974
43,E4,B Stand,B,30.63711357,64000,4.806179974
44,E3,B Stand,B,30.71387672,64000,4.806179974
44,E4,B Stand,B,30.0714798,64000,4.806179974
2,G5,D Stand,D,24.31126785,64000,4.806179974
2,G6,D Stand,D,24.41821861,64000,4.806179974
3,G5,D Stand,D,,64000,4.806179974
3,G6,D Stand,D,24.61978722,64000,4.806179974
4,F5,D Stand,D,24.24483109,64000,4.806179974
4,F6,D Stand,D,23.99936295,64000,4.806179974
5,F5,D Stand,D,24.53734016,64000,4.806179974
5,F6,D Stand,D,24.26780701,64000,4.806179974
6,F5,D Stand,D,24.2213726,64000,4.806179974
6,F6,D Stand,D,24.28577423,64000,4.806179974
7,F5,D Stand,D,24.23189354,64000,4.806179974
7,F6,D Stand,D,24.22320557,64000,4.806179974
8,F5,D Stand,D,24.36772346,64000,4.806179974
8,F6,D Stand,D,24.23290443,64000,4.806179974
9,F3,D Stand,D,24.7283535,64000,4.806179974
9,F4,D Stand,D,24.64603424,64000,4.806179974
10,F5,D Stand,D,24.72626305,64000,4.806179974
10,F6,D Stand,D,24.68520737,64000,4.806179974
11,F5,D Stand,D,24.12550735,64000,4.806179974
11,F6,D Stand,D,24.18291283,64000,4.806179974
12,F5,D Stand,D,24.21513367,64000,4.806179974
12,F6,D Stand,D,24.2347393,64000,4.806179974
13,F5,D Stand,D,Undetermined,64000,4.806179974
13,F6,D Stand,D,Undetermined,64000,4.806179974
14,F5,D Stand,D,24.90257072,64000,4.806179974
14,F6,D Stand,D,24.7579937,64000,4.806179974
15,F5,D Stand,D,24.81530571,64000,4.806179974
15,F6,D Stand,D,24.80071831,64000,4.806179974
16,F5,D Stand,D,24.96165276,64000,4.806179974
16,F6,D Stand,D,24.83713913,64000,4.806179974
17,F5,D Stand,D,24.94003105,64000,4.806179974
17,F6,D Stand,D,24.58073044,64000,4.806179974
18,F5,D Stand,D,24.70477867,64000,4.806179974
18,F6,D Stand,D,24.57401848,64000,4.806179974
19,F5,D Stand,D,24.86264229,64000,4.806179974
19,F6,D Stand,D,24.60647774,64000,4.806179974
20,F5,D Stand,D,24.69917107,64000,4.806179974
20,F6,D Stand,D,24.8983326,64000,4.806179974
21,F5,D Stand,D,24.08115387,64000,4.806179974
21,F6,D Stand,D,24.30447578,64000,4.806179974
22,F5,D Stand,D,24.21130943,64000,4.806179974
22,F6,D Stand,D,24.17090797,64000,4.806179974
23,F5,D Stand,D,24.18854141,64000,4.806179974
23,F6,D Stand,D,23.97249603,64000,4.806179974
24,F5,D Stand,D,24.37582397,64000,4.806179974
24,F6,D Stand,D,24.47429085,64000,4.806179974
25,F5,D Stand,D,24.07045555,64000,4.806179974
25,F6,D Stand,D,24.36245918,64000,4.806179974
26,F5,D Stand,D,23.98836517,64000,4.806179974
26,F6,D Stand,D,24.31100082,64000,4.806179974
27,F5,D Stand,D,24.44642258,64000,4.806179974
27,F6,D Stand,D,24.38310623,64000,4.806179974
28,F5,D Stand,D,24.01403427,64000,4.806179974
28,F6,D Stand,D,24.24028015,64000,4.806179974
29,F5,D Stand,D,24.10774612,64000,4.806179974
29,F6,D Stand,D,24.20173264,64000,4.806179974
30,F5,D Stand,D,24.34623337,64000,4.806179974
30,F6,D Stand,D,24.32833672,64000,4.806179974
31,F5,D Stand,D,24.32871056,64000,4.806179974
31,F6,D Stand,D,24.21570587,64000,4.806179974
32,F5,D Stand,D,24.22174644,64000,4.806179974
32,F6,D Stand,D,24.0183506,64000,4.806179974
33,F5,D Stand,D,24.38901138,64000,4.806179974
33,F6,D Stand,D,24.27361107,64000,4.806179974
34,F5,D Stand,D,24.23246574,64000,4.806179974
34,F6,D Stand,D,24.2827301,64000,4.806179974
35,F5,D Stand,D,24.2247448,64000,4.806179974
35,F6,D Stand,D,24.34821129,64000,4.806179974
36,F5,D Stand,D,24.21094131,64000,4.806179974
36,F6,D Stand,D,23.96126556,64000,4.806179974
38,F5,D Stand,D,24.28741837,64000,4.806179974
38,F6,D Stand,D,23.41345406,64000,4.806179974
39,F5,D Stand,D,23.4486599,64000,4.806179974
39,F6,D Stand,D,24.23696709,64000,4.806179974
40,F5,D Stand,D,23.92771149,64000,4.806179974
40,F6,D Stand,D,24.38281822,64000,4.806179974
37,F5,D Stand,D,24.17186928,64000,4.806179974
37,F6,D Stand,D,24.26314163,64000,4.806179974
42,F7,D Stand,D,24.32304001,64000,4.806179974
42,F8,D Stand,D,23.96882248,64000,4.806179974
43,F5,D Stand,D,23.44681168,64000,4.806179974
43,F6,D Stand,D,23.86070824,64000,4.806179974
44,F3,D Stand,D,23.95983696,64000,4.806179974
44,F4,D Stand,D,24.26635551,64000,4.806179974
36,F1,A Stand,A,27.20023537,128000,5.10720997
36,F2,A Stand,A,26.77150726,128000,5.10720997
38,F1,A Stand,A,26.10931587,128000,5.10720997
38,F2,A Stand,A,25.32638741,128000,5.10720997
39,F1,A Stand,A,26.12313843,128000,5.10720997
39,F2,A Stand,A,25.07831764,128000,5.10720997
40,F1,A Stand,A,25.71548271,128000,5.10720997
40,F2,A Stand,A,25.17741966,128000,5.10720997
37,F1,A Stand,A,25.6715889,128000,5.10720997
37,F2,A Stand,A,25.39984703,128000,5.10720997
41,F1,A Stand,A,,128000,5.10720997
41,F2,A Stand,A,25.78420258,128000,5.10720997
43,F1,A Stand,A,25.97388649,128000,5.10720997
43,F2,A Stand,A,25.60576057,128000,5.10720997
44,F1,A Stand,A,25.71790123,128000,5.10720997
44,F2,A Stand,A,25.20174408,128000,5.10720997
42,F1,B Stand,B,31.30407333,128000,5.10720997
42,F2,B Stand,B,32.51673889,128000,5.10720997
43,F3,B Stand,B,29.87069321,128000,5.10720997
43,F4,B Stand,B,30.24127197,128000,5.10720997
44,F5,B Stand,B,29.14899826,128000,5.10720997
44,F6,B Stand,B,29.31552315,128000,5.10720997
